구군분류,음식분류,업소명,전화번호,영업시간,좌석수,주차장,홈페이지,가능 외국어,예약여부,유아시설,죄식유무,후식유무,메뉴,간단설명,지하철,버스
달성군,한식,산정논메기매운탕,053-582-2566,09:00 ~ 21:00,80,30대,없음,기타 (),가능,불가능,불가능,가능,"메기매운탕  25,000원 ~ 40,000원  메기찜 40,000원메기 불고기 40,000원",지하철 문양역에 항상 차량이 대기해 있으며 도보로도 10분정도의 거리에 있는 산정논메기 매운탕은 매운탕 말고도 메기 불고기와 찜이 유명하다. 직접 재배한 야채와 자체 개발한 소스를 발라 타업소에서 조리하지 않는 메기불고기를 요리한다.,지하철 2호선 문양역 2번 출구 약 580m,버스 정류장은 `문양역건너` 정류장이 가장 가깝습니다.
달성군,한식,옹심이칼국수,053-585-8284,11:00 ~ 21:00,120석,50대,없음,기타 (),가능,불가능,불가능,가능,"옹심이 칼국수 7,000원 감자전 7,000원막국수 7,000원 감자송편 5,000원메밀만두 5,000원 수육 18,000원","옹심이 칼국수는 일반칼국수와 달리 야채로 육수를 만들며, 손으로 직접 반죽하여 면을 뽑아 생감자로 빚은 강원도식 쫄깃 쫄깃한 옹심이 알을 넣어 독특한 칼국수의 맛을 낸다.",주변에 지하철이 없습니다.,버스 정류장은 `해랑교1` 정류장이 가장 가깝습니다.
달성군,한식,산동성식당,053-767-0050,11:00 ~ 21:00,80석(룸7),20대,없음,기타 (),가능,불가능,불가능,가능,"장어구이 1kg 130,000원 장어구이 1인분 33,000원유황오리 훈제구이 48,000원 장어탕 7,000원메기버섯매운탕 30,000원 ~ 40,000원",대형 양어장이 있어서 150m 지하 암반수로 정수시킨 장어는 특히 건강에 좋고 맛있습니다.  잔디밭이 있는 전망좋고 탁트인 야외의 공기맑고 물맑은 달성군지정 향토음식점,주변에 지하철이 없습니다.,버스 정류장은 `주1리1` 정류장이 가장 가깝습니다.
달성군,한식,대림장식당,053-762-8888,09:00 ~ 22:00,200석,50대,없음,기타 (),가능,불가능,불가능,가능,"흑염소 돌판불고기(2인분) 40,000원  흑염소 수육 (대) 50,000원 (소) 35,000원토종닭 40,000원  메기매운탕 35,000원 ~ 45,000원오리백숙불고기 45,000원  오골계 백숙 50,000원","시원한 계곡을 흐르는 물소리 , 바람소리에 둘러쌓여있는 아늑한 방갈로에서 26년 전통의 흑염소 보양요리를 즐길수 있는 곳이다.주인이 모든 육류작업을 손수 하고 있으며, 가창우록 흑염소 마을 지정을 받은 원조의 자부심을 안고 손님을 맞이하고 있다.",주변에 지하철이 없습니다.,버스 정류장은 `삼산리(은지가든)` 정류장이 가장 가깝습니다.
달성군,한식,하뫼몰,053-767-0768,10:30 ~ 22:00,200석,50대,없음,기타 (),가능,불가능,불가능,가능,"잡어매운탕(대 40,000원 소 30,000원)  오리훈제(대 45,000원 소 30,000원)","하뫼몰은 전원카페로 산을 배경으로 멋진 경관에 둘러 쌓여 있으며 입구에 통나무로 만든 입간판이 인상적이다. 조용하고 아늑한 분위기를 찾는다면 추천한다.참나무로 구운 오리훈제와 싱싱한 잡어 매운탕, 직접기른 무공해 채소 등 세심한 부분까지 신경쓴 주인의 마음이 돋보인다.",주변에 지하철이 없습니다.,버스 정류장은 `녹동서원건너` 정류장이 가장 가깝습니다.
달성군,한식,대자연식당,053-768-6333,12:00 ~ 22:00,300석,10대,없음,기타 (),가능,불가능,불가능,가능,"촌닭백숙한마리 45,000원  돌방구촌닭구이 40,000원해물파전 13,000원","대자연 식당은 도심에서는 꿈꿀 수 없는 다양한 새들의 노래소리와 시원한 계곡을 흐르는 물소리, 바람소리에 둘러쌓여 있는 신록의 식당으로 음식 맛에 공을 들이기 시작한 지가 벌써 10년이 넘었다.",주변에 지하철이 없습니다.,버스 정류장은 `주1리1` 정류장이 가장 가깝습니다.
달성군,양식,가창 송하,053-768-7676,11:30  ~ 21:00,50석,50대,www.labonbon.co.kr,영어 일본어 기타 (),가능,불가능,불가능,가능,"하와이안 피자 32,000원  베조 피자 34,000원베지 스파게티 15,000원  까르보나라 15,000원","가창에 위치하고 있는 파스타, 피자 전문점 송하!  넓은 정원에서의 산책, 엔틱한 유럽식의 예쁜 2층 레스토랑호주 출신의 오너쉐프가 요리하는 유럽풍 가정식의 편안한 요리.",주변에 지하철이 없습니다.,버스 정류장은 `퇴계마을앞` 정류장이 가장 가깝습니다.
달서구,한식,부산청국장해물뚝배기,053-583-1349,10:30  ~ 23:00,80석(룸3),100대,없음,기타 (),가능,불가능,불가능,가능,"해물뚝배기 11,000원  해물청국장 13,000원해물찜 43,000원 ~ 53,000원  아구찜 38,000원 ~ 48,000원",해물 맛이 우러나는 시원한 국물에 청국장 가루로 맛을 낸 청국장 해물뚝배기 대수롭지 않게 보이지만 감칠맛이 여간 아니다.  쭉쭉 찢어내는 겉절이 스타일의 생내 풀풀 나는 배추김치의 강렬한 맛도 인상적인 집이다.,주변에 지하철이 없습니다.,버스 정류장은 `모다아울렛앞` 정류장이 가장 가깝습니다.
달서구,특별한 술집,교노미야고,053-634-9111,18:00 ~ 03:00,40석,공용주차장 이용 (저녁8시이후 무료),없음,일본어 기타 (),가능,불가능,불가능,불가능,"오꼬노미야끼 16,000원 / 21,000원 / 26,000원  스끼야끼나베 25,000원 / 33,000원오뎅탕 16,000원 / 21,000원 / 26,000원  쇠고기다다끼 25,000원참치다다끼 23,000원  술 사케 한잔 7,000원",저녁부터 영업을 시작하니 식사 중심의 맛집이라기 보다는 일본식 선술집입니다.  우리나라의 빈대떡과 비교할 수 있는 오꼬노미야끼전문점으로 히노끼 한잔과 함께 많이들 드시는 듯.,주변에 지하철이 없습니다.,버스 정류장은 `월배농협 대덕지점 건너` 정류장이 가장 가깝습니다.
달서구,한식,앞산연가,053-654-2885,09:30 ~ 21:30,100,40대,없음,영어 기타 (),가능,불가능,불가능,가능,"돌솥밥 7,500원  곤드레돌솥밥 8,500원더덕정식 13,000원  보쌈정식 13,000원불고기정식 13,500원  연가집밥상 15,000원 / 연가잔치상 20,000원 / 연가수라상 25,000원고등어 4,000원  촌두부 6,000원해물파전 8,000원","앞산연가는 더덕, 곤드레 돌솥밥 전문점입니다.",지하철 1호선 월촌역 5번 출구 약 770m,버스 정류장은 `청소년수련원건너` 정류장이 가장 가깝습니다.
달서구,한식,들메꽃,053-652-5432,10:00   ~ 22:00,128석(룸12),40대,없음,영어 일본어 기타 (),예약가능합니다.,불가능,불가능,가능,"건강밥상(코스 Tea Set)  들메자연식 20,000원들메건강식 25,000원  들메행복식 30,000원우리밥상(Tea Set) 들메비빔 15,000원들메연밥 18,000원    * 향기로운차 7,000원더덕우엉차 연차 들메차 설아차 국화차 등등",퓨전 전통찻집&한정식 전문점 들메꽃은 차와 다식을 함께 하는 건강밥상을 제공하는 곳입니다. 연밥을 드실 수 있습니다.,지하철 2호선 내당역 3번 출구 약 170m,버스 정류장은 `홈플러스내당점건너` 정류장이 가장 가깝습니다
달서구,한식,버들식당,053-656-1991,12:00 ~ 22:00,50석(룸5),15대,없음,영어 기타 (),예약불가,불가능,불가능,가능,"환상의맛전골(2인 이상) 13,000원  불고기전골(2인 이상) 13,000원곱창전골(2인 이상) 15,000원  대창양념구이(3인 이상) 15,000원대창전골(2인 이상) 15,000원  곱창양념구이(3인 이상) 15,000원",약 50년 전통을 이어온 곱창전골 전문점 입니다. 전국 100대 맛집으로 곱창전골의 원조 집입니다.,지하철 2호선 두류역 15번 출구 약 1.5km,버스 정류장은 `두류공원네거리1` 정류장이 가장 가깝습니다.
달서구,한식,한옥집 대구달서점,053-581-2236,10:00 ~ 23:00,70석,15대,www.hanokjib.co.kr/,영어 기타 (),가능,불가능,불가능,가능,"김치찜 7,000원(공기밥 무한리필)  김치찌개 7,000원",김치가 낼수 있는 최고의 맛 입니다. 새콤하면서 입에서 살살 녹는 김치의 변신을 맛보러 오세요.,지하철 2호선 성서산업단지역 7번 출구 약 400m,버스 정류장은 `동서화성타운앞` 정류장이 가장 가깝습니다.
달서구,한식,제형면옥 평양냉면,053-562-8592,10:00 ~ 22:00,240석,50대,없음,영어 일본어 중국어<BR>기타 (베트남어),가능,불가능,불가능,가능,"평양 물냉면 9,000원  평양 비빔냉면 9,000원온면 9,000원  어복쟁반 60,000원 ~ 80,000원평양식손만두전골 20,000원 ~ 40,000원  바싹불고기 12,000원 ~ 24,000원돼지수육 7,000원 ~ 20,000원  옛날 갈비탕 12,000원소수육 13,000원 ~ 45,000원",평양냉면 제형면옥은 자극적이지 않는 평양식 냉면 전통의 맛을 구현한 평양냉면 전문점으로 모든 음식은 직접 만들어 제공됩니다.,"지하철은 2호선 죽전역 2번 출구 약 430m이며, 도보로 약 6분 거리입니다.",버스정류장은 `우방드림시티건너` 정류장이 가장 가깝습니다.
수성구,한식,이승화의마싯꾼,053-759-5288,17:00 ~ 24:00,35석,6대,blog.naver.com/dltmdghk5510,영어 기타 (베트남어),가능,불가능,불가능,가능,"한우등심(100g) 14,000원  한우등심깍두기(100g) 14,000원항아리 숙성 양념구이(140g) 14,000원  훈연 한판(삼겹+목살 600g) 32,000원훈연 삼겹(150g) 8,000원 혼연 목살(150g) 8,000원불꽃소갈비찜 40,000원 ~ 50,000원  불닭발 편육(250g) 20,000원여의주 촌돼지찌개 20,000원  계란찜 3,000원라면 3,000원","이승화의마싯꾼은 25년 이상 경력의 오너 셰프가 직접 조리하는 곳으로 좋은 재료의 한우, 돼지고기와 함께 직접 요리한 3가지 제철 요리가 제공되는 음식점입니다.","지하철 2호선 대구은행역 4번 출구 약 690m이며, 도보로 약 10분 거리.",버스 정류장은 `수성4가동주민센터앞` 정류장이 가장 가깝습니다.
수성구,한식,이가네안동생갈비,053-742-0007,16:30 ~ 23:30,50석(룸1),2대,없음,영어 기타 (베트남어),,불가능,불가능,가능,"한우 생갈비(120g) 14,000원  한우 양념갈비(120g) 14,000원한우 갈비살(100g) 17,000원  한우 양념갈비살(100g) 17,000원한우 안창살(100g) 19,000원 국(포장) 12,000원",이가네안동생갈비는 양념 맛이 아닌 생갈비 그대로의 풍미와 맛을 느낄 수 있는 한우 갈비 전문점입니다.,"지하철 2호선 대구은행역 4번 출구 약 560m이며, 도보로 약 8분 거리.",버스 정류장은 `수성네거리1` 정류장이 가장 가깝습니다.
수성구,세계요리,월면가,053-744-8484,11:00 ~ 20:30 / (브레이크 타임) 15:00 ~ 17:00,30석,없음,없음,영어 기타 (베트남어),가능,불가능,불가능,불가능,"소고기 쌀국수 4,000원 ~ 5,000원 우더미 쌀국수 6,000원 ~ 7,000원베트남 볶음면 4,000원 ~ 5,000원  해물 볶음면 5,000원 ~ 6,000원비빔 쌀국수 4,500원 ~ 5,500원 파인애플 볶음밥 4,000원 ~ 5,000원해물 볶음밥 5,000원 ~ 6,000원  월남 비빔밥 5,000원 ~ 6,000원월남 넴 3,000원 월남 주먹밥 2,000원",월면가는 베트남 쌀국수 전문점입니다. 이곳의 오너 셰프가 직접 베트남에서 전수받은 정통 베트남 쌀국수를 맛볼 수 있습니다.,"지하철 2호선 범어역 2번 출구 약 260m이며, 도보로 약 4분 거리입니다.",버스 정류장은 `그랜드호텔앞` 정류장이 가장 가깝습니다.
수성구,한식,고운곰탕,053-755-5969,11:00 ~ 22:00 / (break time) 15:00 ~ 17:00,48석(룸3),없음 (공영주차장 유료),없음,중국어<BR>기타 (베트남어),가능,불가능,불가능,불가능,"고운곰탕 8,000원 ~ 11,000원 사군자곰탕 9,000원 ~ 12,000원사물곰탕 9,000원 ~ 12,000원 송이곰탕 11,000원 ~ 15,000원어린이곰탕(10세 이하) 5,000원 송이수육 35,000원 ~ 45,000원송이어복쟁반 58,000원 수육 25,000원 ~ 35,000원수육물회 9,000원 어복쟁반 48,000원평양식 물냉면/비빔냉면 8,000원 ~ 11,000원 왕만두 6,000원왕만두국 9,000원","고운곰탕은 나주식 곰탕을 먹을 수 있는 곳으로 사군자곰탕, 사물곰탕, 송이곰탕 등 다양한 종류의 곰탕과 함께 송이수육, 평양식 냉면 등을 맛볼 수 있는 한식 전문점입니다.","지하철은 2호선 수성구청역 2번 출구 약 480m이며, 도보로 약 7분 거리입니다.",버스 정류장은 `수성경찰서앞` 정류장이 가장 가깝습니다.
수성구,양식,남자의부엌,053-792-7272,11:30 ~ 21:30,70석,25대,없음,기타 (베트남어),가능,불가능,불가능,가능,"다함께 차차차 차돌박이 파스타 12,900원  벚꽃 게살크림 파스타 13,500원사모님 돈까스 파스타 13,500원  치즈빠네파스타 15,900원아빠의꿈파스타 14,500원 바삭 연어크림 파스타 16,900원싱그러운 당신의 연어샐러드 13,500원 예쁘시네요 불고기 토마토 스파게티 13,500원아름다우세요 치즈 빠네파스타 15,900원 마늘쫑봉골레 11,500원힘내세요 청정우 불고기 덮밥 10,900원  빠네비타민 샐러드 10,900원그린샐러드 8,500원  크림치즈 고르곤졸라 10,500원소보로피자 11,500원",남자의부엌은 수성구 옥수동에 위치한 이탈리아 파스타 전문점으로 다양한 종류의 색다른 파스타를 맛볼 수 있는 음식점입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 `덕원고등학교앞` 정류장이 가장 가깝습니다.
수성구,전통차/커피전문점,밍글커피,053-784-1003,(평일) 08:30 ~ 21:30 / (토요일) 10:00 ~ 21:30,18명,없음,www.instagram.com/mingle_coffee/,기타 (베트남어),불가능,불가능,불가능,불가능,"밍글에쏘 (HOT) 3,300원 크림카푸치노 (HOT) 3,800원 (ICE) 4,300원카라멜크림라떼/비엔나커피 (HOT) 4,000원 (ICE) 4,500원 스윗굿밤 (HOT) 4,300원순수더치오레 (HOT) 4,500원  순수라떼 (ICE) 4,000원더치크림소다/순수크림라떼 (ICE) 4,500원  블루모카라떼 (ICE) 5,000원썸머크러쉬 (ICE) 5,500원  에스프레소  (HOT) 2,500원아메리카노 (HOT) 2,500원 (ICE) 3,000원 더치커피 (HOT) 3,000원 (ICE) 3,500원카푸치노/카페라떼 (HOT) 3,300원 (ICE) 3,800원 바닐라라떼 (HOT) 3,500원 (ICE) 4,000원카라멜마끼야토/카페모카 (HOT) 4,000원 (ICE) 4,500원",밍글커피는 다양한 종류의 커피와 차를 판매하고 있는 커피 전문점입니다.,"지하철 3호선 용지역 2번 출구 약 580m이며, 도보로 약 9분 거리.",버스 정류장은 `범물우방미진하이츠앞` 정류장이 가장 가깝습니다.
수성구,한식,장수삼계탕,053-784-0090,10:00 ~ 22:00,50석(룸1),없음,없음,기타 (베트남어),가능,불가능,불가능,가능,"전복오리백숙 60,000원 한방오리백숙 45,000원한방닭백숙 40,000원 닭볶음탕 40,000원황제삼계탕 25,000원 산삼삼계탕 17,000원전복삼계탕 17,000원 녹두삼계탕 13,000원한방삼계탕 13,000원 옻 삼계탕 13,000원장수삼계탕 11,000원  골뱅이무침 25,000우너닭발 10,000원  똥집 10,000원해물파전 10,000원","장수삼계탕은 삼계탕 전문점으로 전복, 산삼, 녹두, 한방 삼계탕 등 다양한 종류의 삼계탕과 백숙을 맛볼 수 있는 음식점입니다.","지하철 3호선 용지역 2번 출구 약 420m이며, 도보로 약 6분 거리입니다.",버스 정류장은 `범물우방미진하이츠앞` 정류장이 가장 가깝습니다.
